iter	RMSE	AverageGain:top=10
0	0.1444710686	0.02263174603
1	0.1443264935	0.02603174603
2	0.1441776932	0.02793174603
3	0.1440346235	0.02853174603
4	0.1439035254	0.02903174603
5	0.1438052124	0.02933174603
6	0.1436979124	0.02983174603
7	0.1435679252	0.02953174603
8	0.1434465042	0.02943174603
9	0.1433299423	0.02923174603
10	0.1432004417	0.02963174603
11	0.1430643187	0.02993174603
12	0.1429569254	0.03003174603
13	0.1428677381	0.02973174603
14	0.1427462516	0.03003174603
15	0.1426018481	0.03013174603
16	0.1425004591	0.03003174603
17	0.1423952047	0.03003174603
18	0.1423021963	0.03023174603
19	0.1422053718	0.03023174603
20	0.1420748075	0.03013174603
21	0.141957143	0.03043174603
22	0.1418840116	0.03063174603
23	0.1418013223	0.03073174603
24	0.1417326334	0.03123174603
25	0.1416468903	0.03123174603
26	0.1415718373	0.03123174603
27	0.1414979232	0.03113174603
28	0.1414266601	0.03113174603
29	0.1413508889	0.03113174603
30	0.1412773575	0.03123174603
31	0.1412135691	0.03123174603
32	0.1411352834	0.03123174603
33	0.1410694779	0.03123174603
34	0.1410025657	0.03123174603
35	0.1409765656	0.03113174603
36	0.1408892598	0.03133174603
37	0.1408023653	0.03133174603
38	0.1407109545	0.03103174603
39	0.1406395185	0.03103174603
40	0.1405793635	0.03103174603
41	0.1405360164	0.03113174603
42	0.1404679157	0.03113174603
43	0.1403962257	0.03113174603
44	0.1403312801	0.03113174603
45	0.1402952542	0.03113174603
46	0.1402520426	0.03123174603
47	0.1401788312	0.03133174603
48	0.1401305893	0.03133174603
49	0.140064102	0.03123174603
50	0.1399817912	0.03123174603
51	0.1398654712	0.03123174603
52	0.1397845189	0.03123174603
53	0.1397118577	0.03133174603
54	0.1396343734	0.03123174603
55	0.1396043272	0.03133174603
56	0.1395532736	0.03133174603
57	0.1394936554	0.03153174603
58	0.1394165663	0.03153174603
59	0.1393568789	0.03143174603
60	0.1392663182	0.03143174603
61	0.1391499055	0.03173174603
62	0.1391064353	0.03173174603
63	0.1390153822	0.03163174603
64	0.1389441789	0.03173174603
65	0.138873986	0.03183174603
66	0.1388404928	0.03183174603
67	0.1387913668	0.03183174603
68	0.1387447598	0.03183174603
69	0.1386987039	0.03183174603
70	0.1386212306	0.03223174603
71	0.13858217	0.03223174603
72	0.1384985758	0.03233174603
73	0.1383927289	0.03233174603
74	0.1383443211	0.03233174603
75	0.1382984635	0.03233174603
76	0.138214144	0.03233174603
77	0.1381763322	0.03233174603
78	0.1381405397	0.03223174603
79	0.1381048868	0.03223174603
80	0.1380743482	0.03223174603
81	0.1380272751	0.03223174603
82	0.1379739112	0.03223174603
83	0.137883957	0.03233174603
84	0.1378174778	0.03243174603
85	0.1376588162	0.03253174603
86	0.1376262326	0.03253174603
87	0.1375409049	0.03253174603
88	0.1375069527	0.03253174603
89	0.1374369322	0.03263174603
90	0.1373825947	0.03253174603
91	0.1373075003	0.03253174603
92	0.1372434584	0.03263174603
93	0.1371890097	0.03263174603
94	0.1371397889	0.03273174603
95	0.1370848445	0.03263174603
96	0.137055139	0.03273174603
97	0.1370321586	0.03273174603
98	0.1369802425	0.03273174603
99	0.1369266598	0.03283174603
100	0.1368657298	0.03283174603
101	0.136806518	0.03283174603
102	0.1367895239	0.03283174603
103	0.1366987295	0.03303174603
104	0.1366789344	0.03303174603
105	0.1366187213	0.03303174603
106	0.1366034765	0.03293174603
107	0.1365216859	0.03293174603
108	0.1364999526	0.03303174603
109	0.1364335342	0.03293174603
110	0.1363535556	0.03303174603
111	0.1363205313	0.03303174603
112	0.13628923	0.03303174603
113	0.1362471911	0.03303174603
114	0.136231838	0.03293174603
115	0.1361459593	0.03293174603
116	0.1361206751	0.03303174603
117	0.1360639916	0.03323174603
118	0.1359858615	0.03323174603
119	0.135953688	0.03313174603
120	0.1359100261	0.03313174603
121	0.1358863633	0.03343174603
122	0.1358274152	0.03343174603
123	0.1358004436	0.03363174603
124	0.1357730264	0.03363174603
125	0.1357092648	0.03363174603
126	0.1356932628	0.03373174603
127	0.1356455389	0.03353174603
128	0.135622691	0.03353174603
129	0.135546331	0.03353174603
130	0.1355239934	0.03363174603
131	0.135458393	0.03363174603
132	0.1354157529	0.03353174603
133	0.1353609761	0.03383174603
134	0.1352849649	0.03383174603
135	0.1352003649	0.03383174603
136	0.1351640768	0.03383174603
137	0.1351022481	0.03393174603
138	0.1350313493	0.03393174603
139	0.1349915371	0.03413174603
140	0.1348643454	0.03413174603
141	0.1348364852	0.03413174603
142	0.1347910421	0.03413174603
143	0.1347365019	0.03403174603
144	0.1346638067	0.03413174603
145	0.134611764	0.03413174603
146	0.1345478841	0.03413174603
147	0.1345266609	0.03413174603
148	0.1344763164	0.03413174603
149	0.1344266256	0.03413174603
150	0.134337029	0.03413174603
151	0.1342984563	0.03413174603
152	0.1342750137	0.03413174603
153	0.1342413086	0.03413174603
154	0.1341921328	0.03413174603
155	0.1341748194	0.03413174603
156	0.1341113151	0.03423174603
157	0.1340619035	0.03423174603
158	0.1340113262	0.03423174603
159	0.1339368559	0.03433174603
160	0.1339094688	0.03433174603
161	0.1338893415	0.03433174603
162	0.1338711391	0.03433174603
163	0.1338200813	0.03423174603
164	0.1337812371	0.03423174603
165	0.1337517517	0.03423174603
166	0.1337000846	0.03413174603
167	0.1336872951	0.03413174603
168	0.1336584999	0.03413174603
169	0.1336226621	0.03423174603
170	0.1335673687	0.03433174603
171	0.1334623819	0.03433174603
172	0.1334422004	0.03433174603
173	0.1334172967	0.03433174603
174	0.1333672734	0.03433174603
175	0.1332707392	0.03433174603
176	0.1331967356	0.03433174603
177	0.1331049736	0.03433174603
178	0.1330766808	0.03433174603
179	0.133026931	0.03423174603
180	0.1329794935	0.03423174603
181	0.1329555668	0.03423174603
182	0.1329006974	0.03423174603
183	0.1328774137	0.03423174603
184	0.1328234747	0.03423174603
185	0.1327362593	0.03423174603
186	0.1327206761	0.03423174603
187	0.1326649961	0.03423174603
188	0.1326372673	0.03423174603
189	0.1326130802	0.03423174603
190	0.1325880975	0.03423174603
191	0.1325693473	0.03423174603
192	0.1325556199	0.03423174603
193	0.132479308	0.03423174603
194	0.1324640997	0.03423174603
195	0.1324259275	0.03423174603
196	0.1323314489	0.03423174603
197	0.1322277238	0.03423174603
198	0.1321663269	0.03423174603
199	0.1321405214	0.03423174603
200	0.1320537382	0.03423174603
201	0.1319601896	0.03433174603
202	0.1318748827	0.03423174603
203	0.1318640014	0.03423174603
204	0.1318272183	0.03423174603
205	0.1317539796	0.03423174603
206	0.1316901838	0.03423174603
207	0.131656574	0.03423174603
208	0.1316427719	0.03423174603
209	0.1315758928	0.03413174603
210	0.1315132027	0.03423174603
211	0.131451702	0.03423174603
212	0.1314277727	0.03423174603
213	0.1313434263	0.03413174603
214	0.1312979824	0.03423174603
215	0.1312779796	0.03423174603
216	0.1312260528	0.03423174603
217	0.1312042783	0.03423174603
218	0.1311800184	0.03423174603
219	0.1311657916	0.03423174603
220	0.1311320967	0.03423174603
221	0.1310619162	0.03423174603
222	0.1309927567	0.03423174603
223	0.1309627036	0.03423174603
224	0.1309315556	0.03423174603
225	0.1309157375	0.03423174603
226	0.1308867418	0.03423174603
227	0.1308730887	0.03423174603
228	0.1308460496	0.03423174603
229	0.1308326931	0.03423174603
230	0.130756989	0.03423174603
231	0.1306709275	0.03413174603
232	0.1306310881	0.03413174603
233	0.1305733503	0.03413174603
234	0.1304874929	0.03423174603
235	0.1304228559	0.03423174603
236	0.1304050334	0.03423174603
237	0.1303764419	0.03433174603
238	0.1303282679	0.03433174603
239	0.1302861568	0.03433174603
240	0.1302623577	0.03433174603
241	0.1301665848	0.03433174603
242	0.1301409576	0.03433174603
243	0.1300750146	0.03443174603
244	0.1300552629	0.03443174603
245	0.1300340946	0.03443174603
246	0.1299986564	0.03443174603
247	0.1299580774	0.03443174603
248	0.1299267332	0.03443174603
249	0.129857314	0.03443174603
250	0.1298406749	0.03443174603
251	0.1298129453	0.03443174603
252	0.1297633711	0.03443174603
253	0.1297444558	0.03443174603
254	0.1297174329	0.03443174603
255	0.1296947474	0.03443174603
256	0.1296682397	0.03443174603
257	0.1296371882	0.03443174603
258	0.1295789788	0.03443174603
259	0.1295620679	0.03443174603
260	0.1295067422	0.03443174603
261	0.129482201	0.03443174603
262	0.1294706054	0.03443174603
263	0.1294037399	0.03443174603
264	0.1293786115	0.03443174603
265	0.1293353255	0.03433174603
266	0.1293020843	0.03433174603
267	0.1292112893	0.03453174603
268	0.1291856638	0.03453174603
269	0.1291720449	0.03453174603
270	0.129142153	0.03453174603
271	0.1291156576	0.03453174603
272	0.1290833309	0.03453174603
273	0.1290404909	0.03453174603
274	0.1290163325	0.03453174603
275	0.1289730847	0.03453174603
276	0.1289420977	0.03453174603
277	0.1289172669	0.03453174603
278	0.1289037335	0.03453174603
279	0.1288859738	0.03453174603
280	0.1288324527	0.03453174603
281	0.1287935698	0.03453174603
282	0.1287555705	0.03453174603
283	0.128720237	0.03463174603
284	0.128694617	0.03453174603
285	0.1286786829	0.03453174603
286	0.1286475406	0.03453174603
287	0.1286195994	0.03453174603
288	0.1285885468	0.03453174603
289	0.1285700308	0.03453174603
290	0.1285507209	0.03453174603
291	0.1285100897	0.03453174603
292	0.1284879585	0.03453174603
293	0.1283988841	0.03463174603
294	0.128325793	0.03463174603
295	0.1282798472	0.03463174603
296	0.1282228229	0.03473174603
297	0.1282035626	0.03473174603
298	0.1281512949	0.03473174603
299	0.1281386822	0.03473174603
300	0.1281148777	0.03463174603
301	0.1280974392	0.03463174603
302	0.1279996692	0.03463174603
303	0.1279009199	0.03463174603
304	0.1278307874	0.03473174603
305	0.1278071203	0.03473174603
306	0.1277918023	0.03473174603
307	0.1277228858	0.03473174603
308	0.1276979636	0.03473174603
309	0.1276101814	0.03473174603
310	0.1275092406	0.03463174603
311	0.1274581798	0.03483174603
312	0.1273971406	0.03483174603
313	0.1273405143	0.03483174603
314	0.1272554034	0.03483174603
315	0.1271737728	0.03483174603
316	0.1271501668	0.03483174603
317	0.1271149724	0.03483174603
318	0.1270487329	0.03483174603
319	0.127004404	0.03483174603
320	0.1269696982	0.03483174603
321	0.12694632	0.03483174603
322	0.1268447804	0.03493174603
323	0.1268338483	0.03493174603
324	0.1267997651	0.03493174603
325	0.1267678462	0.03493174603
326	0.126741293	0.03483174603
327	0.1267288792	0.03483174603
328	0.1266700684	0.03483174603
329	0.1266421578	0.03483174603
330	0.1265998983	0.03483174603
331	0.1265419292	0.03483174603
332	0.1264988737	0.03483174603
333	0.1264919743	0.03483174603
334	0.1264641271	0.03483174603
335	0.1264098177	0.03483174603
336	0.126377923	0.03483174603
337	0.1262694498	0.03493174603
