iter	Passed	Remaining
1675	10258	1983
1676	10263	1976
1677	10270	1970
1678	10276	1964
1679	10282	1958
1680	10289	1952
1681	10295	1946
1682	10302	1940
1683	10307	1934
1684	10314	1928
1685	10320	1922
1686	10325	1915
1687	10332	1909
1688	10338	1903
1689	10343	1897
1690	10350	1891
1691	10356	1885
1692	10362	1879
1693	10367	1872
1694	10373	1866
1695	10380	1860
1696	10386	1854
1697	10392	1848
1698	10398	1842
1699	10404	1836
1700	10411	1830
1701	10417	1823
1702	10423	1817
1703	10430	1811
1704	10437	1805
1705	10444	1799
1706	10451	1793
1707	10457	1787
1708	10464	1781
1709	10470	1775
1710	10478	1769
1711	10485	1763
1712	10491	1757
1713	10498	1751
1714	10505	1745
1715	10513	1740
1716	10520	1734
1717	10528	1728
1718	10535	1722
1719	10541	1716
1720	10548	1710
1721	10554	1703
1722	10561	1697
1723	10568	1691
1724	10576	1686
1725	10583	1680
1726	10589	1673
1727	10595	1667
1728	10601	1661
1729	10608	1655
1730	10614	1649
1731	10620	1643
1732	10626	1637
1733	10632	1630
1734	10639	1624
1735	10646	1618
1736	10652	1612
1737	10660	1607
1738	10681	1603
1739	10687	1597
1740	10693	1590
1741	10699	1584
1742	10706	1578
1743	10727	1574
1744	10733	1568
1745	10739	1562
1746	10745	1556
1747	10752	1550
1748	10758	1543
1749	10764	1537
1750	10770	1531
1751	10776	1525
1752	10782	1519
1753	10789	1513
1754	10795	1507
1755	10800	1500
1756	10807	1494
1757	10814	1488
1758	10820	1482
1759	10827	1476
1760	10833	1470
1761	10841	1464
1762	10847	1458
1763	10855	1452
1764	10862	1446
1765	10868	1440
1766	10875	1434
1767	10881	1427
1768	10888	1421
1769	10895	1415
1770	10902	1409
1771	10908	1403
1772	10915	1397
1773	10921	1391
1774	10928	1385
1775	10935	1379
1776	10942	1373
1777	10948	1366
1778	10954	1360
1779	10960	1354
1780	10967	1348
1781	10972	1342
1782	10978	1336
1783	10984	1329
1784	10990	1323
1785	10996	1317
1786	11002	1311
1787	11008	1305
1788	11036	1301
1789	11042	1295
1790	11048	1289
1791	11055	1283
1792	11062	1277
1793	11069	1271
1794	11075	1264
1795	11081	1258
1796	11087	1252
1797	11093	1246
1798	11100	1240
1799	11106	1234
1800	11112	1227
1801	11118	1221
1802	11125	1215
1803	11131	1209
1804	11136	1203
1805	11142	1196
1806	11148	1190
1807	11154	1184
1808	11161	1178
1809	11167	1172
1810	11174	1166
1811	11180	1159
1812	11185	1153
1813	11191	1147
1814	11197	1141
1815	11202	1135
1816	11208	1128
1817	11214	1122
1818	11220	1116
1819	11226	1110
1820	11232	1104
1821	11238	1097
1822	11244	1091
1823	11250	1085
1824	11256	1079
1825	11262	1073
1826	11268	1067
1827	11274	1060
1828	11281	1054
1829	11287	1048
1830	11293	1042
1831	11300	1036
1832	11305	1030
1833	11312	1023
1834	11318	1017
1835	11323	1011
1836	11330	1005
1837	11335	999
1838	11342	993
1839	11348	986
1840	11354	980
1841	11362	974
1842	11367	968
1843	11373	962
1844	11379	955
1845	11384	949
1846	11391	943
1847	11397	937
1848	11402	931
1849	11409	925
1850	11415	918
1851	11421	912
1852	11426	906
1853	11432	900
1854	11438	894
1855	11444	887
1856	11450	881
1857	11456	875
1858	11461	869
1859	11466	863
1860	11472	856
1861	11478	850
1862	11483	844
1863	11489	838
1864	11494	832
1865	11500	825
1866	11505	819
1867	11510	813
1868	11516	807
1869	11521	800
1870	11527	794
1871	11533	788
1872	11539	782
1873	11545	776
1874	11551	770
1875	11557	763
1876	11563	757
1877	11569	751
1878	11575	745
1879	11581	739
1880	11588	733
1881	11593	726
1882	11599	720
1883	11605	714
1884	11611	708
1885	11618	702
1886	11624	696
1887	11631	690
1888	11638	683
1889	11644	677
1890	11650	671
1891	11656	665
1892	11662	659
1893	11668	653
1894	11674	646
1895	11679	640
1896	11685	634
1897	11691	628
1898	11696	622
1899	11702	615
1900	11707	609
1901	11713	603
1902	11718	597
1903	11724	591
1904	11729	584
1905	11735	578
1906	11740	572
1907	11746	566
1908	11752	560
1909	11757	554
1910	11763	547
1911	11768	541
1912	11774	535
1913	11779	529
1914	11785	523
1915	11790	516
1916	11796	510
1917	11802	504
1918	11807	498
1919	11812	492
1920	11818	486
1921	11823	479
1922	11828	473
1923	11833	467
1924	11839	461
1925	11845	455
1926	11851	448
1927	11857	442
1928	11864	436
1929	11870	430
1930	11876	424
1931	11882	418
1932	11888	412
1933	11894	405
1934	11900	399
1935	11905	393
1936	11912	387
1937	11917	381
1938	11923	375
1939	11929	368
1940	11935	362
1941	11941	356
1942	11947	350
1943	11953	344
1944	11960	338
1945	11965	332
1946	11971	325
1947	11977	319
1948	11983	313
1949	11988	307
1950	11994	301
1951	12001	295
1952	12006	288
1953	12012	282
1954	12019	276
1955	12063	271
1956	12068	265
1957	12076	259
1958	12083	252
1959	12091	246
1960	12099	240
1961	12107	234
1962	12114	228
1963	12120	222
1964	12128	216
1965	12134	209
1966	12140	203
1967	12146	197
1968	12152	191
1969	12158	185
1970	12164	178
1971	12169	172
1972	12175	166
1973	12181	160
1974	12187	154
1975	12193	148
1976	12199	141
1977	12205	135
1978	12210	129
1979	12216	123
1980	12222	117
1981	12227	111
1982	12233	104
1983	12239	98
1984	12245	92
1985	12250	86
1986	12256	80
1987	12261	74
1988	12267	67
1989	12273	61
1990	12279	55
1991	12285	49
1992	12291	43
1993	12297	37
1994	12303	30
1995	12308	24
1996	12313	18
1997	12319	12
1998	12325	6
1999	12330	0
